Date,News Title,News Description,Source,Sentiment,URL,Type
2025-07-11,"dips companies report regulatory changes earnings, impacting steady","On 2025-07-11, Indian stock markets showed steady movement. dips companies report regulatory changes earnings, impacting steady. The NSE Nifty showed dips of 400 points. This was primarily driven by regulatory changes.",Live Mint,Positive,https://example.com/news/20250711/3,Synthetic Historical
2025-07-11,Global cues lead to falls in Indian markets: 50,"On 2025-07-11, Indian stock markets showed volatile movement. Global cues lead to falls in Indian markets: 50. The BSE Sensex showed falls of 50 points. This was primarily driven by currency movements.",MoneyControl,Positive,https://example.com/news/20250711/2,Synthetic Historical
2025-07-11,Stock market rises: foreign investments leads to volatile in indices,"On 2025-07-11, Indian stock markets showed volatile movement. Stock market rises: foreign investments leads to volatile in indices. The BSE Sensex showed rises of 200 points. This was primarily driven by foreign investments.",Live Mint,Neutral,https://example.com/news/20250711/1,Synthetic Historical
2025-07-11,surges: Market reacts to monetary policy with volatile trend,"On 2025-07-11, Indian stock markets showed volatile movement. surges: Market reacts to monetary policy with volatile trend. The BSE Sensex showed surges of 600 points. This was primarily driven by monetary policy.",Financial Express,Positive,https://example.com/news/20250711/0,Synthetic Historical
2025-07-10,Rupee dips against dollar as markets 500,"On 2025-07-10, Indian stock markets showed volatile movement. Rupee dips against dollar as markets 500. The NSE Nifty showed dips of 500 points. This was primarily driven by global markets.",NDTV Profit,Positive,https://example.com/news/20250710/4,Synthetic Historical
2025-07-10,falls: Market reacts to earnings reports with negative trend,"On 2025-07-10, Indian stock markets showed negative movement. falls: Market reacts to earnings reports with negative trend. The NSE Nifty showed falls of 700 points. This was primarily driven by earnings reports.",MoneyControl,Negative,https://example.com/news/20250710/3,Synthetic Historical
2025-07-10,"BSE, NSE falls: 800 influences trading","On 2025-07-10, Indian stock markets showed steady movement. BSE, NSE falls: 800 influences trading. The BSE Sensex showed falls of 800 points. This was primarily driven by monetary policy.",Bloomberg,Positive,https://example.com/news/20250710/2,Synthetic Historical
2025-07-10,Rupee surges against dollar as markets 700,"On 2025-07-10, Indian stock markets showed negative movement. Rupee surges against dollar as markets 700. The BSE Sensex showed surges of 700 points. This was primarily driven by currency movements.",Live Mint,Neutral,https://example.com/news/20250710/1,Synthetic Historical
2025-07-10,Stock market gains: corporate announcements leads to volatile in indices,"On 2025-07-10, Indian stock markets showed volatile movement. Stock market gains: corporate announcements leads to volatile in indices. The NSE Nifty showed gains of 50 points. This was primarily driven by corporate announcements.",ET Now,Neutral,https://example.com/news/20250710/0,Synthetic Historical
2025-07-09,Market surges: earnings reports sector shows positive performance,"On 2025-07-09, Indian stock markets showed positive movement. Market surges: earnings reports sector shows positive performance. The NSE Nifty showed surges of 100 points. This was primarily driven by earnings reports.",Business Standard,Positive,https://example.com/news/20250709/1,Synthetic Historical
2025-07-09,Global cues lead to jumps in Indian markets: 400,"On 2025-07-09, Indian stock markets showed volatile movement. Global cues lead to jumps in Indian markets: 400. The NSE Nifty showed jumps of 400 points. This was primarily driven by political developments.",Economic Times,Neutral,https://example.com/news/20250709/0,Synthetic Historical
2025-07-09,"RBI policy decision: jumps rates, markets 500","On 2025-07-09, Indian stock markets showed volatile movement. RBI policy decision: jumps rates, markets 500. The NSE Nifty showed jumps of 500 points. This was primarily driven by foreign investments.",NDTV Profit,Positive,https://example.com/news/20250709/3,Synthetic Historical
2025-07-09,"BSE, NSE declines: 800 influences trading","On 2025-07-09, Indian stock markets showed volatile movement. BSE, NSE declines: 800 influences trading. The BSE Sensex showed declines of 800 points. This was primarily driven by foreign investments.",Economic Times,Positive,https://example.com/news/20250709/2,Synthetic Historical
2025-07-08,Global cues lead to surges in Indian markets: 200,"On 2025-07-08, Indian stock markets showed volatile movement. Global cues lead to surges in Indian markets: 200. The BSE Sensex showed surges of 200 points. This was primarily driven by currency movements.",Bloomberg,Positive,https://example.com/news/20250708/2,Synthetic Historical
2025-07-08,Stock market jumps: global markets leads to mixed in indices,"On 2025-07-08, Indian stock markets showed mixed movement. Stock market jumps: global markets leads to mixed in indices. The NSE Nifty showed jumps of 200 points. This was primarily driven by global markets.",NDTV Profit,Neutral,https://example.com/news/20250708/1,Synthetic Historical
2025-07-08,"Sensex gains points, Nifty global markets as volatile","On 2025-07-08, Indian stock markets showed volatile movement. Sensex gains points, Nifty global markets as volatile. The NSE Nifty showed gains of 600 points. This was primarily driven by global markets.",CNBC TV18,Neutral,https://example.com/news/20250708/0,Synthetic Historical
2025-07-07,"Sensex falls points, Nifty currency movements as steady","On 2025-07-07, Indian stock markets showed steady movement. Sensex falls points, Nifty currency movements as steady. The NSE Nifty showed falls of 500 points. This was primarily driven by currency movements.",ET Now,Positive,https://example.com/news/20250707/2,Synthetic Historical
2025-07-07,"BSE, NSE rises: 200 influences trading","On 2025-07-07, Indian stock markets showed positive movement. BSE, NSE rises: 200 influences trading. The NSE Nifty showed rises of 200 points. This was primarily driven by sector performance.",MoneyControl,Positive,https://example.com/news/20250707/1,Synthetic Historical
2025-07-07,"BSE, NSE plunges: 50 influences trading","On 2025-07-07, Indian stock markets showed negative movement. BSE, NSE plunges: 50 influences trading. The BSE Sensex showed plunges of 50 points. This was primarily driven by political developments.",CNBC TV18,Neutral,https://example.com/news/20250707/0,Synthetic Historical
2025-07-04,"plunges companies report corporate announcements earnings, impacting mixed","On 2025-07-04, Indian stock markets showed mixed movement. plunges companies report corporate announcements earnings, impacting mixed. The BSE Sensex showed plunges of 50 points. This was primarily driven by corporate announcements.",Live Mint,Neutral,https://example.com/news/20250704/2,Synthetic Historical
2025-07-04,"dips companies report corporate announcements earnings, impacting volatile","On 2025-07-04, Indian stock markets showed volatile movement. dips companies report corporate announcements earnings, impacting volatile. The NSE Nifty showed dips of 600 points. This was primarily driven by corporate announcements.",Business Standard,Neutral,https://example.com/news/20250704/1,Synthetic Historical
2025-07-04,Indian shares declines amid 200 developments,"On 2025-07-04, Indian stock markets showed steady movement. Indian shares declines amid 200 developments. The BSE Sensex showed declines of 200 points. This was primarily driven by monetary policy.",Financial Express,Positive,https://example.com/news/20250704/0,Synthetic Historical
2025-07-03,"BSE, NSE falls: 800 influences trading","On 2025-07-03, Indian stock markets showed mixed movement. BSE, NSE falls: 800 influences trading. The NSE Nifty showed falls of 800 points. This was primarily driven by regulatory changes.",NDTV Profit,Positive,https://example.com/news/20250703/4,Synthetic Historical
2025-07-03,"RBI policy decision: plunges rates, markets 700","On 2025-07-03, Indian stock markets showed negative movement. RBI policy decision: plunges rates, markets 700. The NSE Nifty showed plunges of 700 points. This was primarily driven by regulatory changes.",Economic Times,Neutral,https://example.com/news/20250703/3,Synthetic Historical
2025-07-03,rises: Market reacts to global markets with volatile trend,"On 2025-07-03, Indian stock markets showed volatile movement. rises: Market reacts to global markets with volatile trend. The NSE Nifty showed rises of 50 points. This was primarily driven by global markets.",NDTV Profit,Neutral,https://example.com/news/20250703/2,Synthetic Historical
